"Temperature","Rho 1","Rho 2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
98.656,1,0.001,1,0.2345,0.125,0.075,0.021504
98.662,1,0.001,1,0.23475,0.125,0.075,0.021248
98.668,1,0.001,1,0.23501,0.125,0.075,0.020992
98.674,1,0.001,1,0.23526,0.125,0.075,0.020736
98.68,1,0.001,1,0.23552,0.125,0.075,0.02048
98.684,1,0.001,1,0.23578,0.125,0.075,0.020224
98.687,1,0.001,1,0.23603,0.125,0.075,0.019968
98.691,1,0.001,1,0.23629,0.125,0.075,0.019712
98.694,1,0.001,1,0.23654,0.125,0.075,0.019456
98.698,1,0.001,1,0.2368,0.125,0.075,0.0192
98.701,1,0.001,1,0.23706,0.125,0.075,0.018944
98.705,1,0.001,1,0.23731,0.125,0.075,0.018688
98.709,1,0.001,1,0.23757,0.125,0.075,0.018432
98.712,1,0.001,1,0.23782,0.125,0.075,0.018176
98.716,1,0.001,1,0.23808,0.125,0.075,0.01792
98.719,1,0.001,1,0.23834,0.125,0.075,0.017664
98.723,1,0.001,1,0.23859,0.125,0.075,0.017408
98.726,1,0.001,1,0.23885,0.125,0.075,0.017152
98.73,1,0.001,1,0.2391,0.125,0.075,0.016896
98.734,1,0.001,1,0.23936,0.125,0.075,0.01664
98.737,1,0.001,1,0.23962,0.125,0.075,0.016384
98.741,1,0.001,1,0.23987,0.125,0.075,0.016128
98.744,1,0.001,1,0.24013,0.125,0.075,0.015872
98.748,1,0.001,1,0.24038,0.125,0.075,0.015616
98.752,1,0.001,1,0.24064,0.125,0.075,0.01536
98.755,1,0.001,1,0.2409,0.125,0.075,0.015104
98.759,1,0.001,1,0.24115,0.125,0.075,0.014848
98.762,1,0.001,1,0.24141,0.125,0.075,0.014592
98.766,1,0.001,1,0.24166,0.125,0.075,0.014336
98.769,1,0.001,1,0.24192,0.125,0.075,0.01408
98.773,1,0.001,1,0.24218,0.125,0.075,0.013824
98.777,1,0.001,1,0.24243,0.125,0.075,0.013568
98.78,1,0.001,1,0.24269,0.125,0.075,0.013312
98.784,1,0.001,1,0.24294,0.125,0.075,0.013056
98.787,1,0.001,1,0.2432,0.125,0.075,0.0128
98.791,1,0.001,1,0.24346,0.125,0.075,0.012544
98.794,1,0.001,1,0.24371,0.125,0.075,0.012288
98.798,1,0.001,1,0.24397,0.125,0.075,0.012032
98.802,1,0.001,1,0.24422,0.125,0.075,0.011776
98.805,1,0.001,1,0.24448,0.125,0.075,0.01152
98.809,1,0.001,1,0.24474,0.125,0.075,0.011264
98.812,1,0.001,1,0.24499,0.125,0.075,0.011008
98.816,1,0.001,1,0.24525,0.125,0.075,0.010752
98.82,1,0.001,1,0.2455,0.125,0.075,0.010496
98.823,1,0.001,1,0.24576,0.125,0.075,0.01024
98.825,1,0.001,1,0.24602,0.125,0.075,0.009984
98.827,1,0.001,1,0.24627,0.125,0.075,0.009728
98.829,1,0.001,1,0.24653,0.125,0.075,0.009472
98.831,1,0.001,1,0.24678,0.125,0.075,0.009216
98.833,1,0.001,1,0.24704,0.125,0.075,0.00896
98.836,1,0.001,1,0.2473,0.125,0.075,0.008704
98.838,1,0.001,1,0.24755,0.125,0.075,0.008448
98.84,1,0.001,1,0.24781,0.125,0.075,0.008192
98.842,1,0.001,1,0.24806,0.125,0.075,0.007936
98.844,1,0.001,1,0.24832,0.125,0.075,0.00768
98.846,1,0.001,1,0.24858,0.125,0.075,0.007424
98.848,1,0.001,1,0.24883,0.125,0.075,0.007168
98.85,1,0.001,1,0.24909,0.125,0.075,0.006912
98.852,1,0.001,1,0.24934,0.125,0.075,0.006656
98.854,1,0.001,1,0.2496,0.125,0.075,0.0064
98.856,1,0.001,1,0.24986,0.125,0.075,0.006144
98.858,1,0.001,1,0.25011,0.125,0.075,0.005888
98.86,1,0.001,1,0.25037,0.125,0.075,0.005632
98.862,1,0.001,1,0.25062,0.125,0.075,0.005376
98.864,1,0.001,1,0.25088,0.125,0.075,0.00512
98.867,1,0.001,1,0.25114,0.125,0.075,0.004864
98.869,1,0.001,1,0.25139,0.125,0.075,0.004608
98.871,1,0.001,1,0.25165,0.125,0.075,0.004352
98.873,1,0.001,1,0.2519,0.125,0.075,0.004096
98.875,1,0.001,1,0.25216,0.125,0.075,0.00384
98.877,1,0.001,1,0.25242,0.125,0.075,0.003584
98.879,1,0.001,1,0.25267,0.125,0.075,0.003328
98.881,1,0.001,1,0.25293,0.125,0.075,0.003072
98.883,1,0.001,1,0.25318,0.125,0.075,0.002816
98.885,1,0.001,1,0.25344,0.125,0.075,0.00256
98.887,1,0.001,1,0.2537,0.125,0.075,0.002304
98.889,1,0.001,1,0.25395,0.125,0.075,0.002048
98.891,1,0.001,1,0.25421,0.125,0.075,0.001792
98.893,1,0.001,1,0.25446,0.125,0.075,0.001536
98.895,1,0.001,1,0.25472,0.125,0.075,0.00128
98.898,1,0.001,1,0.25498,0.125,0.075,0.001024
98.9,1,0.001,1,0.25523,0.125,0.075,0.000768
98.902,1,0.001,1,0.25549,0.125,0.075,0.000512
98.904,1,0.001,1,0.25574,0.125,0.075,0.000256
98.906,1,0.001,1,0.256,0.125,0.075,0
