"Kappa_Tau:0","Kappa_Tau:1","Rho 1","Rho 2","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.021678,3.6442e-05,1,0,99.283,0,0,-1,1,0.14234,0.125,0.075,0.11366
0.021678,3.6442e-05,1,0,99.291,0,0,-1,1,0.14259,0.125,0.075,0.11341
0.021678,3.6442e-05,1,0,99.298,0,0,-1,1,0.14285,0.125,0.075,0.11315
0.021678,3.6442e-05,1,0,99.306,0,0,-1,1,0.1431,0.125,0.075,0.1129
0.021678,3.6442e-05,1,1.6446e-16,99.313,1.2582e-15,0,-1,1,0.14336,0.125,0.075,0.11264
0.021678,3.6442e-05,1,0,99.318,0,0,-1,1,0.14362,0.125,0.075,0.11238
0.021678,3.6442e-05,1,0,99.324,0,0,-1,1,0.14387,0.125,0.075,0.11213
0.021678,3.6442e-05,1,0,99.329,0,0,-1,1,0.14413,0.125,0.075,0.11187
0.021678,3.6442e-05,1,0,99.334,0,0,-1,1,0.14438,0.125,0.075,0.11162
0.021678,3.6442e-05,1,0,99.339,0,0,-1,1,0.14464,0.125,0.075,0.11136
0.021678,3.6442e-05,1,0,99.344,0,0,-1,1,0.1449,0.125,0.075,0.1111
0.021678,3.6442e-05,1,0,99.35,0,0,-1,1,0.14515,0.125,0.075,0.11085
0.021678,3.6442e-05,1,0,99.355,0,0,-1,1,0.14541,0.125,0.075,0.11059
0.021678,3.6442e-05,1,0,99.36,0,0,-1,1,0.14566,0.125,0.075,0.11034
0.021678,3.6442e-05,1,0,99.365,0,0,-1,1,0.14592,0.125,0.075,0.11008
0.021678,3.6442e-05,1,0,99.371,0,0,-1,1,0.14618,0.125,0.075,0.10982
0.021678,3.6442e-05,1,0,99.376,0,0,-1,1,0.14643,0.125,0.075,0.10957
0.021678,3.6442e-05,1,0,99.381,0,0,-1,1,0.14669,0.125,0.075,0.10931
0.021678,3.6442e-05,1,0,99.386,0,0,-1,1,0.14694,0.125,0.075,0.10906
0.021678,3.6442e-05,1,0,99.391,0,0,-1,1,0.1472,0.125,0.075,0.1088
0.021678,3.6442e-05,1,0,99.397,0,0,-1,1,0.14746,0.125,0.075,0.10854
0.021678,3.6442e-05,1,0,99.402,0,0,-1,1,0.14771,0.125,0.075,0.10829
0.021678,3.6442e-05,1,0,99.407,0,0,-1,1,0.14797,0.125,0.075,0.10803
0.021678,3.6442e-05,1,0,99.412,0,0,-1,1,0.14822,0.125,0.075,0.10778
0.021678,3.6442e-05,1,0,99.418,0,0,-1,1,0.14848,0.125,0.075,0.10752
0.021678,3.6442e-05,1,0,99.423,0,0,-1,1,0.14874,0.125,0.075,0.10726
0.021678,3.6442e-05,1,0,99.428,0,0,-1,1,0.14899,0.125,0.075,0.10701
0.021678,3.6442e-05,1,0,99.433,0,0,-1,1,0.14925,0.125,0.075,0.10675
0.021678,3.6442e-05,1,0,99.439,0,0,-1,1,0.1495,0.125,0.075,0.1065
0.021678,3.6442e-05,1,0,99.444,0,0,-1,1,0.14976,0.125,0.075,0.10624
0.021678,3.6442e-05,1,0,99.449,0,0,-1,1,0.15002,0.125,0.075,0.10598
0.021678,3.6442e-05,1,0,99.454,0,0,-1,1,0.15027,0.125,0.075,0.10573
0.021678,3.6442e-05,1,0,99.459,0,0,-1,1,0.15053,0.125,0.075,0.10547
0.021678,3.6442e-05,1,0,99.465,0,0,-1,1,0.15078,0.125,0.075,0.10522
0.021678,3.6442e-05,1,0,99.47,0,0,-1,1,0.15104,0.125,0.075,0.10496
0.021678,3.6442e-05,1,-1.5788e-16,99.475,-1.2079e-15,0,-1,1,0.1513,0.125,0.075,0.1047
0.021678,3.6442e-05,1,0,99.48,0,0,-1,1,0.15155,0.125,0.075,0.10445
0.021678,3.6442e-05,1,0,99.486,0,0,-1,1,0.15181,0.125,0.075,0.10419
0.021678,3.6442e-05,1,0,99.491,0,0,-1,1,0.15206,0.125,0.075,0.10394
0.021678,3.6442e-05,1,0,99.496,0,0,-1,1,0.15232,0.125,0.075,0.10368
0.021678,3.6442e-05,1,0,99.501,0,0,-1,1,0.15258,0.125,0.075,0.10342
0.021678,3.6442e-05,1,0,99.506,0,0,-1,1,0.15283,0.125,0.075,0.10317
0.021678,3.6442e-05,1,0,99.512,0,0,-1,1,0.15309,0.125,0.075,0.10291
0.021678,3.6442e-05,1,0,99.517,0,0,-1,1,0.15334,0.125,0.075,0.10266
0.021678,3.6442e-05,1,1.6446e-16,99.522,1.2582e-15,0,-1,1,0.1536,0.125,0.075,0.1024
0.021678,3.6442e-05,1,0,99.526,0,0,-1,1,0.15386,0.125,0.075,0.10214
0.021678,3.6442e-05,1,0,99.529,0,0,-1,1,0.15411,0.125,0.075,0.10189
0.021678,3.6442e-05,1,0,99.533,0,0,-1,1,0.15437,0.125,0.075,0.10163
0.021678,3.6442e-05,1,0,99.537,0,0,-1,1,0.15462,0.125,0.075,0.10138
0.021678,3.6442e-05,1,0,99.54,0,0,-1,1,0.15488,0.125,0.075,0.10112
0.021678,3.6442e-05,1,0,99.544,0,0,-1,1,0.15514,0.125,0.075,0.10086
0.021678,3.6442e-05,1,0,99.548,0,0,-1,1,0.15539,0.125,0.075,0.10061
0.021678,3.6442e-05,1,0,99.551,0,0,-1,1,0.15565,0.125,0.075,0.10035
0.021678,3.6442e-05,1,0,99.555,0,0,-1,1,0.1559,0.125,0.075,0.1001
0.021678,3.6442e-05,1,0,99.558,0,0,-1,1,0.15616,0.125,0.075,0.09984
0.021678,3.6442e-05,1,0,99.562,0,0,-1,1,0.15642,0.125,0.075,0.099584
0.021678,3.6442e-05,1,0,99.566,0,0,-1,1,0.15667,0.125,0.075,0.099328
0.021678,3.6442e-05,1,0,99.569,0,0,-1,1,0.15693,0.125,0.075,0.099072
0.021678,3.6442e-05,1,0,99.573,0,0,-1,1,0.15718,0.125,0.075,0.098816
0.021678,3.6442e-05,1,0,99.577,0,0,-1,1,0.15744,0.125,0.075,0.09856
0.021678,3.6442e-05,1,0,99.58,0,0,-1,1,0.1577,0.125,0.075,0.098304
0.021678,3.6442e-05,1,0,99.584,0,0,-1,1,0.15795,0.125,0.075,0.098048
0.021678,3.6442e-05,1,0,99.587,0,0,-1,1,0.15821,0.125,0.075,0.097792
0.021678,3.6442e-05,1,0,99.591,0,0,-1,1,0.15846,0.125,0.075,0.097536
0.021678,3.6442e-05,1,0,99.595,0,0,-1,1,0.15872,0.125,0.075,0.09728
0.021678,3.6442e-05,1,0,99.598,0,0,-1,1,0.15898,0.125,0.075,0.097024
0.021678,3.6442e-05,1,0,99.602,0,0,-1,1,0.15923,0.125,0.075,0.096768
0.021678,3.6442e-05,1,0,99.606,0,0,-1,1,0.15949,0.125,0.075,0.096512
0.021678,3.6442e-05,1,0,99.609,0,0,-1,1,0.15974,0.125,0.075,0.096256
0.021678,3.6442e-05,1,0,99.613,0,0,-1,1,0.16,0.125,0.075,0.096
0.021678,3.6442e-05,1,0,99.617,0,0,-1,1,0.16026,0.125,0.075,0.095744
0.021678,3.6442e-05,1,0,99.62,0,0,-1,1,0.16051,0.125,0.075,0.095488
0.021678,3.6442e-05,1,0,99.624,0,0,-1,1,0.16077,0.125,0.075,0.095232
0.021678,3.6442e-05,1,0,99.627,0,0,-1,1,0.16102,0.125,0.075,0.094976
0.021678,3.6442e-05,1,0,99.631,0,0,-1,1,0.16128,0.125,0.075,0.09472
0.021678,3.6442e-05,1,0,99.635,0,0,-1,1,0.16154,0.125,0.075,0.094464
0.021678,3.6442e-05,1,0,99.638,0,0,-1,1,0.16179,0.125,0.075,0.094208
0.021678,3.6442e-05,1,0,99.642,0,0,-1,1,0.16205,0.125,0.075,0.093952
0.021678,3.6442e-05,1,0,99.646,0,0,-1,1,0.1623,0.125,0.075,0.093696
0.021678,3.6442e-05,1,0,99.649,0,0,-1,1,0.16256,0.125,0.075,0.09344
0.021678,3.6442e-05,1,0,99.653,0,0,-1,1,0.16282,0.125,0.075,0.093184
0.021678,3.6442e-05,1,0,99.656,0,0,-1,1,0.16307,0.125,0.075,0.092928
0.021678,3.6442e-05,1,0,99.66,0,0,-1,1,0.16333,0.125,0.075,0.092672
0.021678,3.6442e-05,1,0,99.664,0,0,-1,1,0.16358,0.125,0.075,0.092416
0.021678,3.6442e-05,1,0,99.667,0,0,-1,1,0.16384,0.125,0.075,0.09216
0.021678,3.6442e-05,1,0,99.67,0,0,-1,1,0.1641,0.125,0.075,0.091904
0.021678,3.6442e-05,1,0,99.672,0,0,-1,1,0.16435,0.125,0.075,0.091648
0.021678,3.6442e-05,1,0,99.675,0,0,-1,1,0.16461,0.125,0.075,0.091392
0.021678,3.6442e-05,1,0,99.677,0,0,-1,1,0.16486,0.125,0.075,0.091136
0.021678,3.6442e-05,1,0,99.68,0,0,-1,1,0.16512,0.125,0.075,0.09088
0.021678,3.6442e-05,1,0,99.683,0,0,-1,1,0.16538,0.125,0.075,0.090624
0.021678,3.6442e-05,1,0,99.685,0,0,-1,1,0.16563,0.125,0.075,0.090368
0.021678,3.6442e-05,1,0,99.688,0,0,-1,1,0.16589,0.125,0.075,0.090112
0.021678,3.6442e-05,1,0,99.69,0,0,-1,1,0.16614,0.125,0.075,0.089856
0.021678,3.6442e-05,1,0,99.693,0,0,-1,1,0.1664,0.125,0.075,0.0896
0.021678,3.6442e-05,1,0,99.695,0,0,-1,1,0.16666,0.125,0.075,0.089344
0.021678,3.6442e-05,1,0,99.698,0,0,-1,1,0.16691,0.125,0.075,0.089088
0.021678,3.6442e-05,1,0,99.7,0,0,-1,1,0.16717,0.125,0.075,0.088832
0.021678,3.6442e-05,1,0,99.703,0,0,-1,1,0.16742,0.125,0.075,0.088576
0.021678,3.6442e-05,1,0,99.705,0,0,-1,1,0.16768,0.125,0.075,0.08832
0.021678,3.6442e-05,1,0,99.708,0,0,-1,1,0.16794,0.125,0.075,0.088064
0.021678,3.6442e-05,1,0,99.71,0,0,-1,1,0.16819,0.125,0.075,0.087808
0.021678,3.6442e-05,1,0,99.713,0,0,-1,1,0.16845,0.125,0.075,0.087552
0.021678,3.6442e-05,1,0,99.715,0,0,-1,1,0.1687,0.125,0.075,0.087296
0.021678,3.6442e-05,1,0,99.718,0,0,-1,1,0.16896,0.125,0.075,0.08704
0.021678,3.6442e-05,1,0,99.72,0,0,-1,1,0.16922,0.125,0.075,0.086784
0.021678,3.6442e-05,1,0,99.723,0,0,-1,1,0.16947,0.125,0.075,0.086528
0.021678,3.6442e-05,1,0,99.725,0,0,-1,1,0.16973,0.125,0.075,0.086272
0.021678,3.6442e-05,1,0,99.728,0,0,-1,1,0.16998,0.125,0.075,0.086016
0.021678,3.6442e-05,1,0,99.73,0,0,-1,1,0.17024,0.125,0.075,0.08576
0.021678,3.6442e-05,1,0,99.733,0,0,-1,1,0.1705,0.125,0.075,0.085504
0.021678,3.6442e-05,1,0,99.736,0,0,-1,1,0.17075,0.125,0.075,0.085248
0.021678,3.6442e-05,1,0,99.738,0,0,-1,1,0.17101,0.125,0.075,0.084992
0.021678,3.6442e-05,1,0,99.741,0,0,-1,1,0.17126,0.125,0.075,0.084736
0.021678,3.6442e-05,1,-3.2893e-16,99.743,-2.5165e-15,0,-1,1,0.17152,0.125,0.075,0.08448
0.021678,3.6442e-05,1,0,99.746,0,0,-1,1,0.17178,0.125,0.075,0.084224
0.021678,3.6442e-05,1,0,99.748,0,0,-1,1,0.17203,0.125,0.075,0.083968
0.021678,3.6442e-05,1,0,99.751,0,0,-1,1,0.17229,0.125,0.075,0.083712
0.021678,3.6442e-05,1,0,99.753,0,0,-1,1,0.17254,0.125,0.075,0.083456
0.021678,3.6442e-05,1,0,99.756,0,0,-1,1,0.1728,0.125,0.075,0.0832
0.021678,3.6442e-05,1,0,99.758,0,0,-1,1,0.17306,0.125,0.075,0.082944
0.021678,3.6442e-05,1,0,99.761,0,0,-1,1,0.17331,0.125,0.075,0.082688
0.021678,3.6442e-05,1,0,99.763,0,0,-1,1,0.17357,0.125,0.075,0.082432
0.021678,3.6442e-05,1,0,99.766,0,0,-1,1,0.17382,0.125,0.075,0.082176
0.021678,3.6442e-05,1,1.6446e-16,99.768,1.2582e-15,0,-1,1,0.17408,0.125,0.075,0.08192
0.021678,3.6442e-05,1,0,99.77,0,0,-1,1,0.17434,0.125,0.075,0.081664
0.021678,3.6442e-05,1,0,99.772,0,0,-1,1,0.17459,0.125,0.075,0.081408
0.021678,3.6442e-05,1,0,99.774,0,0,-1,1,0.17485,0.125,0.075,0.081152
0.021678,3.6442e-05,1,0,99.775,0,0,-1,1,0.1751,0.125,0.075,0.080896
0.021678,3.6442e-05,1,0,99.777,0,0,-1,1,0.17536,0.125,0.075,0.08064
0.021678,3.6442e-05,1,0,99.779,0,0,-1,1,0.17562,0.125,0.075,0.080384
0.021678,3.6442e-05,1,0,99.781,0,0,-1,1,0.17587,0.125,0.075,0.080128
0.021678,3.6442e-05,1,0,99.782,0,0,-1,1,0.17613,0.125,0.075,0.079872
0.021678,3.6442e-05,1,0,99.784,0,0,-1,1,0.17638,0.125,0.075,0.079616
0.021678,3.6442e-05,1,0,99.786,0,0,-1,1,0.17664,0.125,0.075,0.07936
0.021678,3.6442e-05,1,0,99.788,0,0,-1,1,0.1769,0.125,0.075,0.079104
0.021678,3.6442e-05,1,0,99.789,0,0,-1,1,0.17715,0.125,0.075,0.078848
0.021678,3.6442e-05,1,0,99.791,0,0,-1,1,0.17741,0.125,0.075,0.078592
0.021678,3.6442e-05,1,0,99.793,0,0,-1,1,0.17766,0.125,0.075,0.078336
0.021678,3.6442e-05,1,0,99.795,0,0,-1,1,0.17792,0.125,0.075,0.07808
0.021678,3.6442e-05,1,0,99.796,0,0,-1,1,0.17818,0.125,0.075,0.077824
0.021678,3.6442e-05,1,0,99.798,0,0,-1,1,0.17843,0.125,0.075,0.077568
0.021678,3.6442e-05,1,0,99.8,0,0,-1,1,0.17869,0.125,0.075,0.077312
0.021678,3.6442e-05,1,0,99.802,0,0,-1,1,0.17894,0.125,0.075,0.077056
0.021678,3.6442e-05,1,0,99.803,0,0,-1,1,0.1792,0.125,0.075,0.0768
0.021678,3.6442e-05,1,0,99.805,0,0,-1,1,0.17946,0.125,0.075,0.076544
0.021678,3.6442e-05,1,0,99.807,0,0,-1,1,0.17971,0.125,0.075,0.076288
0.021678,3.6442e-05,1,0,99.809,0,0,-1,1,0.17997,0.125,0.075,0.076032
0.021678,3.6442e-05,1,0,99.81,0,0,-1,1,0.18022,0.125,0.075,0.075776
0.021678,3.6442e-05,1,0,99.812,0,0,-1,1,0.18048,0.125,0.075,0.07552
0.021678,3.6442e-05,1,0,99.814,0,0,-1,1,0.18074,0.125,0.075,0.075264
0.021678,3.6442e-05,1,0,99.816,0,0,-1,1,0.18099,0.125,0.075,0.075008
0.021678,3.6442e-05,1,0,99.817,0,0,-1,1,0.18125,0.125,0.075,0.074752
0.021678,3.6442e-05,1,0,99.819,0,0,-1,1,0.1815,0.125,0.075,0.074496
0.021678,3.6442e-05,1,0,99.821,0,0,-1,1,0.18176,0.125,0.075,0.07424
0.021678,3.6442e-05,1,0,99.823,0,0,-1,1,0.18202,0.125,0.075,0.073984
0.021678,3.6442e-05,1,0,99.825,0,0,-1,1,0.18227,0.125,0.075,0.073728
0.021678,3.6442e-05,1,0,99.826,0,0,-1,1,0.18253,0.125,0.075,0.073472
0.021678,3.6442e-05,1,0,99.828,0,0,-1,1,0.18278,0.125,0.075,0.073216
0.021678,3.6442e-05,1,0,99.83,0,0,-1,1,0.18304,0.125,0.075,0.07296
0.021678,3.6442e-05,1,0,99.832,0,0,-1,1,0.1833,0.125,0.075,0.072704
0.021678,3.6442e-05,1,0,99.833,0,0,-1,1,0.18355,0.125,0.075,0.072448
0.021678,3.6442e-05,1,0,99.835,0,0,-1,1,0.18381,0.125,0.075,0.072192
0.021678,3.6442e-05,1,0,99.837,0,0,-1,1,0.18406,0.125,0.075,0.071936
0.021678,3.6442e-05,1,0,99.839,0,0,-1,1,0.18432,0.125,0.075,0.07168
0.021678,3.6442e-05,1,0,99.84,0,0,-1,1,0.18458,0.125,0.075,0.071424
0.021678,3.6442e-05,1,0,99.841,0,0,-1,1,0.18483,0.125,0.075,0.071168
0.021678,3.6442e-05,1,0,99.842,0,0,-1,1,0.18509,0.125,0.075,0.070912
0.021678,3.6442e-05,1,0,99.843,0,0,-1,1,0.18534,0.125,0.075,0.070656
0.021678,3.6442e-05,1,0,99.845,0,0,-1,1,0.1856,0.125,0.075,0.0704
0.021678,3.6442e-05,1,0,99.846,0,0,-1,1,0.18586,0.125,0.075,0.070144
0.021678,3.6442e-05,1,0,99.847,0,0,-1,1,0.18611,0.125,0.075,0.069888
0.021678,3.6442e-05,1,0,99.848,0,0,-1,1,0.18637,0.125,0.075,0.069632
0.021678,3.6442e-05,1,0,99.85,0,0,-1,1,0.18662,0.125,0.075,0.069376
0.021678,3.6442e-05,1,0,99.851,0,0,-1,1,0.18688,0.125,0.075,0.06912
0.021678,3.6442e-05,1,0,99.852,0,0,-1,1,0.18714,0.125,0.075,0.068864
0.021678,3.6442e-05,1,0,99.853,0,0,-1,1,0.18739,0.125,0.075,0.068608
0.021678,3.6442e-05,1,0,99.854,0,0,-1,1,0.18765,0.125,0.075,0.068352
0.021678,3.6442e-05,1,0,99.856,0,0,-1,1,0.1879,0.125,0.075,0.068096
0.021678,3.6442e-05,1,0,99.857,0,0,-1,1,0.18816,0.125,0.075,0.06784
0.021678,3.6442e-05,1,0,99.858,0,0,-1,1,0.18842,0.125,0.075,0.067584
0.021678,3.6442e-05,1,0,99.859,0,0,-1,1,0.18867,0.125,0.075,0.067328
0.021678,3.6442e-05,1,0,99.86,0,0,-1,1,0.18893,0.125,0.075,0.067072
0.021678,3.6442e-05,1,0,99.862,0,0,-1,1,0.18918,0.125,0.075,0.066816
0.021678,3.6442e-05,1,0,99.863,0,0,-1,1,0.18944,0.125,0.075,0.06656
0.021678,3.6442e-05,1,0,99.864,0,0,-1,1,0.1897,0.125,0.075,0.066304
0.021678,3.6442e-05,1,0,99.865,0,0,-1,1,0.18995,0.125,0.075,0.066048
0.021678,3.6442e-05,1,0,99.867,0,0,-1,1,0.19021,0.125,0.075,0.065792
0.021678,3.6442e-05,1,0,99.868,0,0,-1,1,0.19046,0.125,0.075,0.065536
0.021678,3.6442e-05,1,0,99.869,0,0,-1,1,0.19072,0.125,0.075,0.06528
0.021678,3.6442e-05,1,0,99.87,0,0,-1,1,0.19098,0.125,0.075,0.065024
0.021678,3.6442e-05,1,0,99.871,0,0,-1,1,0.19123,0.125,0.075,0.064768
0.021678,3.6442e-05,1,0,99.873,0,0,-1,1,0.19149,0.125,0.075,0.064512
0.021678,3.6442e-05,1,0,99.874,0,0,-1,1,0.19174,0.125,0.075,0.064256
0.021678,3.6442e-05,1,-3.2893e-16,99.875,-2.5165e-15,0,-1,1,0.192,0.125,0.075,0.064
0.021678,3.6442e-05,1,0,99.876,0,0,-1,1,0.19226,0.125,0.075,0.063744
0.021678,3.6442e-05,1,0,99.878,0,0,-1,1,0.19251,0.125,0.075,0.063488
0.021678,3.6442e-05,1,0,99.879,0,0,-1,1,0.19277,0.125,0.075,0.063232
0.021678,3.6442e-05,1,0,99.88,0,0,-1,1,0.19302,0.125,0.075,0.062976
0.021678,3.6442e-05,1,1.6446e-16,99.881,1.2582e-15,0,-1,1,0.19328,0.125,0.075,0.06272
0.021678,3.6442e-05,1,0,99.882,0,0,-1,1,0.19354,0.125,0.075,0.062464
0.021678,3.6442e-05,1,0,99.884,0,0,-1,1,0.19379,0.125,0.075,0.062208
0.021678,3.6442e-05,1,0,99.885,0,0,-1,1,0.19405,0.125,0.075,0.061952
0.021678,3.6442e-05,1,1.6446e-16,99.886,1.2582e-15,0,-1,1,0.1943,0.125,0.075,0.061696
0.021678,3.6442e-05,1,0,99.887,0,0,-1,1,0.19456,0.125,0.075,0.06144
0.021678,3.6442e-05,1,0,99.888,0,0,-1,1,0.19482,0.125,0.075,0.061184
0.021678,3.6442e-05,1,0,99.889,0,0,-1,1,0.19507,0.125,0.075,0.060928
0.021678,3.6442e-05,1,0,99.89,0,0,-1,1,0.19533,0.125,0.075,0.060672
0.021678,3.6442e-05,1,0,99.891,0,0,-1,1,0.19558,0.125,0.075,0.060416
0.021678,3.6442e-05,1,0,99.892,0,0,-1,1,0.19584,0.125,0.075,0.06016
0.021678,3.6442e-05,1,0,99.892,0,0,-1,1,0.1961,0.125,0.075,0.059904
0.021678,3.6442e-05,1,0,99.893,0,0,-1,1,0.19635,0.125,0.075,0.059648
0.021678,3.6442e-05,1,0,99.894,0,0,-1,1,0.19661,0.125,0.075,0.059392
0.021678,3.6442e-05,1,0,99.895,0,0,-1,1,0.19686,0.125,0.075,0.059136
0.021678,3.6442e-05,1,0,99.896,0,0,-1,1,0.19712,0.125,0.075,0.05888
0.021678,3.6442e-05,1,0,99.897,0,0,-1,1,0.19738,0.125,0.075,0.058624
0.021678,3.6442e-05,1,0,99.897,0,0,-1,1,0.19763,0.125,0.075,0.058368
0.021678,3.6442e-05,1,0,99.898,0,0,-1,1,0.19789,0.125,0.075,0.058112
0.021678,3.6442e-05,1,0,99.899,0,0,-1,1,0.19814,0.125,0.075,0.057856
0.021678,3.6442e-05,1,0,99.9,0,0,-1,1,0.1984,0.125,0.075,0.0576
0.021678,3.6442e-05,1,0,99.901,0,0,-1,1,0.19866,0.125,0.075,0.057344
0.021678,3.6442e-05,1,0,99.902,0,0,-1,1,0.19891,0.125,0.075,0.057088
0.021678,3.6442e-05,1,0,99.902,0,0,-1,1,0.19917,0.125,0.075,0.056832
0.021678,3.6442e-05,1,0,99.903,0,0,-1,1,0.19942,0.125,0.075,0.056576
0.021678,3.6442e-05,1,0,99.904,0,0,-1,1,0.19968,0.125,0.075,0.05632
0.021678,3.6442e-05,1,0,99.905,0,0,-1,1,0.19994,0.125,0.075,0.056064
0.021678,3.6442e-05,1,0,99.906,0,0,-1,1,0.20019,0.125,0.075,0.055808
0.021678,3.6442e-05,1,0,99.907,0,0,-1,1,0.20045,0.125,0.075,0.055552
0.021678,3.6442e-05,1,0,99.908,0,0,-1,1,0.2007,0.125,0.075,0.055296
0.021678,3.6442e-05,1,0,99.908,0,0,-1,1,0.20096,0.125,0.075,0.05504
0.021678,3.6442e-05,1,0,99.909,0,0,-1,1,0.20122,0.125,0.075,0.054784
0.021678,3.6442e-05,1,0,99.91,0,0,-1,1,0.20147,0.125,0.075,0.054528
0.021678,3.6442e-05,1,0,99.911,0,0,-1,1,0.20173,0.125,0.075,0.054272
0.021678,3.6442e-05,1,0,99.912,0,0,-1,1,0.20198,0.125,0.075,0.054016
0.021678,3.6442e-05,1,0,99.913,0,0,-1,1,0.20224,0.125,0.075,0.05376
0.021678,3.6442e-05,1,0,99.913,0,0,-1,1,0.2025,0.125,0.075,0.053504
0.021678,3.6442e-05,1,0,99.914,0,0,-1,1,0.20275,0.125,0.075,0.053248
0.021678,3.6442e-05,1,1.6446e-16,99.915,1.2582e-15,0,-1,1,0.20301,0.125,0.075,0.052992
0.021678,3.6442e-05,1,0,99.916,0,0,-1,1,0.20326,0.125,0.075,0.052736
0.021678,3.6442e-05,1,0,99.917,0,0,-1,1,0.20352,0.125,0.075,0.05248
0.021678,3.6442e-05,1,0,99.918,0,0,-1,1,0.20378,0.125,0.075,0.052224
0.021678,3.6442e-05,1,0,99.919,0,0,-1,1,0.20403,0.125,0.075,0.051968
0.021678,3.6442e-05,1,0,99.919,0,0,-1,1,0.20429,0.125,0.075,0.051712
0.021678,3.6442e-05,1,0,99.92,0,0,-1,1,0.20454,0.125,0.075,0.051456
0.021678,3.6442e-05,1,0,99.921,0,0,-1,1,0.2048,0.125,0.075,0.0512
0.021678,3.6442e-05,1,0,99.922,0,0,-1,1,0.20506,0.125,0.075,0.050944
0.021678,3.6442e-05,1,0,99.922,0,0,-1,1,0.20531,0.125,0.075,0.050688
0.021678,3.6442e-05,1,0,99.923,0,0,-1,1,0.20557,0.125,0.075,0.050432
0.021678,3.6442e-05,1,0,99.923,0,0,-1,1,0.20582,0.125,0.075,0.050176
0.021678,3.6442e-05,1,0,99.924,0,0,-1,1,0.20608,0.125,0.075,0.04992
0.021678,3.6442e-05,1,0,99.925,0,0,-1,1,0.20634,0.125,0.075,0.049664
0.021678,3.6442e-05,1,0,99.925,0,0,-1,1,0.20659,0.125,0.075,0.049408
0.021678,3.6442e-05,1,0,99.926,0,0,-1,1,0.20685,0.125,0.075,0.049152
0.021678,3.6442e-05,1,0,99.926,0,0,-1,1,0.2071,0.125,0.075,0.048896
0.021678,3.6442e-05,1,0,99.927,0,0,-1,1,0.20736,0.125,0.075,0.04864
0.021678,3.6442e-05,1,0,99.927,0,0,-1,1,0.20762,0.125,0.075,0.048384
0.021678,3.6442e-05,1,0,99.928,0,0,-1,1,0.20787,0.125,0.075,0.048128
0.021678,3.6442e-05,1,0,99.929,0,0,-1,1,0.20813,0.125,0.075,0.047872
0.021678,3.6442e-05,1,0,99.929,0,0,-1,1,0.20838,0.125,0.075,0.047616
0.021678,3.6442e-05,1,0,99.93,0,0,-1,1,0.20864,0.125,0.075,0.04736
0.021678,3.6442e-05,1,0,99.93,0,0,-1,1,0.2089,0.125,0.075,0.047104
0.021678,3.6442e-05,1,0,99.931,0,0,-1,1,0.20915,0.125,0.075,0.046848
0.021678,3.6442e-05,1,0,99.932,0,0,-1,1,0.20941,0.125,0.075,0.046592
0.021678,3.6442e-05,1,0,99.932,0,0,-1,1,0.20966,0.125,0.075,0.046336
0.021678,3.6442e-05,1,0,99.933,0,0,-1,1,0.20992,0.125,0.075,0.04608
0.021678,3.6442e-05,1,0,99.933,0,0,-1,1,0.21018,0.125,0.075,0.045824
0.021678,3.6442e-05,1,0,99.934,0,0,-1,1,0.21043,0.125,0.075,0.045568
0.021678,3.6442e-05,1,0,99.934,0,0,-1,1,0.21069,0.125,0.075,0.045312
0.021678,3.6442e-05,1,0,99.935,0,0,-1,1,0.21094,0.125,0.075,0.045056
0.021678,3.6442e-05,1,0,99.936,0,0,-1,1,0.2112,0.125,0.075,0.0448
0.021678,3.6442e-05,1,0,99.936,0,0,-1,1,0.21146,0.125,0.075,0.044544
0.021678,3.6442e-05,1,0,99.937,0,0,-1,1,0.21171,0.125,0.075,0.044288
0.021678,3.6442e-05,1,0,99.937,0,0,-1,1,0.21197,0.125,0.075,0.044032
0.021678,3.6442e-05,1,0,99.938,0,0,-1,1,0.21222,0.125,0.075,0.043776
0.021678,3.6442e-05,1,0,99.938,0,0,-1,1,0.21248,0.125,0.075,0.04352
0.021678,3.6442e-05,1,0,99.939,0,0,-1,1,0.21274,0.125,0.075,0.043264
0.021678,3.6442e-05,1,0,99.94,0,0,-1,1,0.21299,0.125,0.075,0.043008
0.021678,3.6442e-05,1,1.6446e-16,99.94,1.2582e-15,0,-1,1,0.21325,0.125,0.075,0.042752
0.021678,3.6442e-05,1,0,99.941,0,0,-1,1,0.2135,0.125,0.075,0.042496
0.021678,3.6442e-05,1,0,99.941,0,0,-1,1,0.21376,0.125,0.075,0.04224
0.021678,3.6442e-05,1,0,99.942,0,0,-1,1,0.21402,0.125,0.075,0.041984
0.021678,3.6442e-05,1,0,99.943,0,0,-1,1,0.21427,0.125,0.075,0.041728
0.021678,3.6442e-05,1,0,99.943,0,0,-1,1,0.21453,0.125,0.075,0.041472
0.021678,3.6442e-05,1,0,99.944,0,0,-1,1,0.21478,0.125,0.075,0.041216
0.021678,3.6442e-05,1,0,99.944,0,0,-1,1,0.21504,0.125,0.075,0.04096
0.021678,3.6442e-05,1,0,99.945,0,0,-1,1,0.2153,0.125,0.075,0.040704
0.021678,3.6442e-05,1,0,99.945,0,0,-1,1,0.21555,0.125,0.075,0.040448
